Unnamed: 0,ceramic,Bi,La,Sr,Ca,Ti,Mg,Mn,Zr,Hf,T,thick,Eenergy_density,efficiency,A_site_Molar_volume,A_site_Ionization_energy,A_site_Electron_affinity,A_site_Row,A_site_Atomic_mass,A_site_Number,A_site_Ionic_radii,A_site_Bond_length,A_site_Atomic_radius,A_site_Van_der_Waals_radius,A_site_X,B_site_Molar_volume,B_site_Ionization_energy,B_site_Electron_affinity,B_site_Row,B_site_Atomic_mass,B_site_Number,B_site_Ionic_radii,B_site_Bond_length,B_site_Atomic_radius,B_site_Van_der_Waals_radius,B_site_X,Entropy,Tolerance_factor,Octahedral_factor
38,,0.869565217,0.086956522,0.043478261,0.0,0.4,0.4,0.1,0.1,0.0,600,160,31.41,54.82632,5.488260870047499,1.766945515597569,0.21754783690239365,1.4891304347499998,49.40259716538553,19.695652170749998,0.2929826086971,0.524173913071,0.41195652177500003,0.529891304385,0.4733695651225,2.3986000000000005,1.4393117600000003,-0.02929062,0.74,8.6970009,4.0200000000000005,0.18539999999999998,0.40644,0.29100000000000004,0.39280000000000004,0.2856,1.6637855674448043,0.7597374662200733,0.14714285714285713
39,,0.869565217,0.086956522,0.043478261,0.0,0.4,0.4,0.1,0.1,0.0,650,160,29.92,56.49547,5.488260870047499,1.766945515597569,0.21754783690239365,1.4891304347499998,49.40259716538553,19.695652170749998,0.2929826086971,0.524173913071,0.41195652177500003,0.529891304385,0.4733695651225,2.3986000000000005,1.4393117600000003,-0.02929062,0.74,8.6970009,4.0200000000000005,0.18539999999999998,0.40644,0.29100000000000004,0.39280000000000004,0.2856,1.6637855674448043,0.7597374662200733,0.14714285714285713
40,,0.94,0.03,0.03,0.0,0.4,0.4,0.1,0.1,0.0,600,160,28.14,43.46617,5.430325,1.7966345158750001,0.22602719205,1.4925,50.809335025,20.217499999999998,0.293229,0.52049,0.405625,0.52335,0.4900749999999999,2.3986000000000005,1.4393117600000003,-0.02929062,0.74,8.6970009,4.0200000000000005,0.18539999999999998,0.40644,0.29100000000000004,0.39280000000000004,0.2856,1.4621059574323343,0.7598580037606198,0.14714285714285713
41,,0.94,0.03,0.03,0.0,0.4,0.4,0.1,0.1,0.0,620,160,38.06,49.31968,5.430325,1.7966345158750001,0.22602719205,1.4925,50.809335025,20.217499999999998,0.293229,0.52049,0.405625,0.52335,0.4900749999999999,2.3986000000000005,1.4393117600000003,-0.02929062,0.74,8.6970009,4.0200000000000005,0.18539999999999998,0.40644,0.29100000000000004,0.39280000000000004,0.2856,1.4621059574323343,0.7598580037606198,0.14714285714285713
42,,0.94,0.03,0.03,0.0,0.35,0.35,0.15,0.15,0.0,600,160,21.78,53.55299,5.430325,1.7966345158750001,0.22602719205,1.4925,50.809335025,20.217499999999998,0.293229,0.52049,0.405625,0.52335,0.4900749999999999,2.3658999999999994,1.4352498399999998,-0.026713180000000003,0.76,9.43690135,4.33,0.1851,0.40901,0.2915,0.39719999999999994,0.28589999999999993,1.57256783594904,0.7600157488309459,0.1469047619047619
43,,0.94,0.03,0.03,0.0,0.35,0.35,0.15,0.15,0.0,620,160,12.82,43.59062,5.430325,1.7966345158750001,0.22602719205,1.4925,50.809335025,20.217499999999998,0.293229,0.52049,0.405625,0.52335,0.4900749999999999,2.3658999999999994,1.4352498399999998,-0.026713180000000003,0.76,9.43690135,4.33,0.1851,0.40901,0.2915,0.39719999999999994,0.28589999999999993,1.57256783594904,0.7600157488309459,0.1469047619047619
44,,0.92,0.04,0.04,0.0,0.4,0.4,0.1,0.1,0.0,600,160,17.91,54.20702,5.464600000000001,1.7883863545000003,0.22283941190000003,1.4900000000000002,50.330746700000006,20.04,0.293472,0.5223200000000001,0.4075000000000001,0.5253,0.48510000000000003,2.3986000000000005,1.4393117600000003,-0.02929062,0.74,8.6970009,4.0200000000000005,0.18539999999999998,0.40644,0.29100000000000004,0.39280000000000004,0.2856,1.5277707503115159,0.7599768822356637,0.14714285714285713
45,,0.92,0.04,0.04,0.0,0.4,0.4,0.1,0.1,0.0,620,160,36.37,44.37531,5.464600000000001,1.7883863545000003,0.22283941190000003,1.4900000000000002,50.330746700000006,20.04,0.293472,0.5223200000000001,0.4075000000000001,0.5253,0.48510000000000003,2.3986000000000005,1.4393117600000003,-0.02929062,0.74,8.6970009,4.0200000000000005,0.18539999999999998,0.40644,0.29100000000000004,0.39280000000000004,0.2856,1.5277707503115159,0.7599768822356637,0.14714285714285713
46,,0.92,0.04,0.04,0.0,0.35,0.35,0.15,0.15,0.0,600,160,14.95,50.5751,5.464600000000001,1.7883863545000003,0.22283941190000003,1.4900000000000002,50.330746700000006,20.04,0.293472,0.5223200000000001,0.4075000000000001,0.5253,0.48510000000000003,2.3658999999999994,1.4352498399999998,-0.026713180000000003,0.76,9.43690135,4.33,0.1851,0.40901,0.2915,0.39719999999999994,0.28589999999999993,1.6382326288282218,0.7601346519849341,0.1469047619047619
47,,0.92,0.04,0.04,0.0,0.35,0.35,0.15,0.15,0.0,620,160,27.13,46.22593,5.464600000000001,1.7883863545000003,0.22283941190000003,1.4900000000000002,50.330746700000006,20.04,0.293472,0.5223200000000001,0.4075000000000001,0.5253,0.48510000000000003,2.3658999999999994,1.4352498399999998,-0.026713180000000003,0.76,9.43690135,4.33,0.1851,0.40901,0.2915,0.39719999999999994,0.28589999999999993,1.6382326288282218,0.7601346519849341,0.1469047619047619
48,,0.9,0.05,0.05,0.0,0.4,0.4,0.1,0.1,0.0,600,160,87.29,42.86696,5.498874999999999,1.7801381931250002,0.21965163175000002,1.4875,49.852158375,19.8625,0.293715,0.52415,0.40937500000000004,0.52725,0.480125,2.3986000000000005,1.4393117600000003,-0.02929062,0.74,8.6970009,4.0200000000000005,0.18539999999999998,0.40644,0.29100000000000004,0.39280000000000004,0.2856,1.5879472955455758,0.7600957607107075,0.14714285714285713
49,,0.9,0.05,0.05,0.0,0.4,0.4,0.1,0.1,0.0,650,160,74.42,43.26493,5.498874999999999,1.7801381931250002,0.21965163175000002,1.4875,49.852158375,19.8625,0.293715,0.52415,0.40937500000000004,0.52725,0.480125,2.3986000000000005,1.4393117600000003,-0.02929062,0.74,8.6970009,4.0200000000000005,0.18539999999999998,0.40644,0.29100000000000004,0.39280000000000004,0.2856,1.5879472955455758,0.7600957607107075,0.14714285714285713
50,,0.9,0.05,0.05,0.0,0.4,0.4,0.1,0.1,0.0,700,160,62.0,42.24009,5.498874999999999,1.7801381931250002,0.21965163175000002,1.4875,49.852158375,19.8625,0.293715,0.52415,0.40937500000000004,0.52725,0.480125,2.3986000000000005,1.4393117600000003,-0.02929062,0.74,8.6970009,4.0200000000000005,0.18539999999999998,0.40644,0.29100000000000004,0.39280000000000004,0.2856,1.5879472955455758,0.7600957607107075,0.14714285714285713
51,,0.9,0.05,0.05,0.0,0.35,0.35,0.15,0.15,0.0,600,160,22.24,49.09492,5.498874999999999,1.7801381931250002,0.21965163175000002,1.4875,49.852158375,19.8625,0.293715,0.52415,0.40937500000000004,0.52725,0.480125,2.3658999999999994,1.4352498399999998,-0.026713180000000003,0.76,9.43690135,4.33,0.1851,0.40901,0.2915,0.39719999999999994,0.28589999999999993,1.6984091740622815,0.7602535551389223,0.1469047619047619
52,,0.9,0.05,0.05,0.0,0.35,0.35,0.15,0.15,0.0,650,160,54.58,39.98535,5.498874999999999,1.7801381931250002,0.21965163175000002,1.4875,49.852158375,19.8625,0.293715,0.52415,0.40937500000000004,0.52725,0.480125,2.3658999999999994,1.4352498399999998,-0.026713180000000003,0.76,9.43690135,4.33,0.1851,0.40901,0.2915,0.39719999999999994,0.28589999999999993,1.6984091740622815,0.7602535551389223,0.1469047619047619
53,,0.9,0.05,0.05,0.0,0.35,0.35,0.15,0.15,0.0,700,160,36.7,51.38617,5.498874999999999,1.7801381931250002,0.21965163175000002,1.4875,49.852158375,19.8625,0.293715,0.52415,0.40937500000000004,0.52725,0.480125,2.3658999999999994,1.4352498399999998,-0.026713180000000003,0.76,9.43690135,4.33,0.1851,0.40901,0.2915,0.39719999999999994,0.28589999999999993,1.6984091740622815,0.7602535551389223,0.1469047619047619
54,,0.9,0.05,0.05,0.0,0.35,0.35,0.1,0.1,0.1,600,160,22.91,68.94373,5.498874999999999,1.7801381931250002,0.21965163175000002,1.4875,49.852158375,19.8625,0.293715,0.52415,0.40937500000000004,0.52725,0.480125,2.421,1.4310696,-0.02228467,0.7899999999999999,11.545080899999999,5.119999999999999,0.1838,0.41570999999999997,0.293,0.399,0.28309999999999996,1.8200487064947308,0.7609380887458489,0.14587301587301588
55,,0.9,0.05,0.05,0.0,0.35,0.35,0.1,0.1,0.1,620,160,13.12,70.76591,5.498874999999999,1.7801381931250002,0.21965163175000002,1.4875,49.852158375,19.8625,0.293715,0.52415,0.40937500000000004,0.52725,0.480125,2.421,1.4310696,-0.02228467,0.7899999999999999,11.545080899999999,5.119999999999999,0.1838,0.41570999999999997,0.293,0.399,0.28309999999999996,1.8200487064947308,0.7609380887458489,0.14587301587301588
56,,0.9,0.05,0.05,0.0,0.35,0.35,0.1,0.1,0.1,650,160,25.93,34.14987,5.498874999999999,1.7801381931250002,0.21965163175000002,1.4875,49.852158375,19.8625,0.293715,0.52415,0.40937500000000004,0.52725,0.480125,2.421,1.4310696,-0.02228467,0.7899999999999999,11.545080899999999,5.119999999999999,0.1838,0.41570999999999997,0.293,0.399,0.28309999999999996,1.8200487064947308,0.7609380887458489,0.14587301587301588
57,,0.95,0.0,0.05,0.0,0.5,0.5,0.0,0.0,0.0,600,160,19.43,37.82363,5.4853749999999994,1.801495893125,0.224461830875,1.4874999999999998,50.728094999999996,20.1875,0.294375,0.5227499999999999,0.405,0.5227499999999999,0.491625,2.464,1.4474356,-0.0344455,0.7,7.2172,3.4,0.186,0.4013,0.29,0.384,0.28500000000000003,0.8916624239058178,0.7601031141126139,0.14761904761904762
58,,0.9,0.0,0.1,0.0,0.5,0.5,0.0,0.0,0.0,600,160,15.94,38.38189,5.64325,1.78161278625,0.21333312925,1.475,49.21109,19.625,0.29625,0.5305,0.41000000000000003,0.528,0.47825,2.464,1.4474356,-0.0344455,0.7,7.2172,3.4,0.186,0.4013,0.29,0.384,0.28500000000000003,1.0182301539513934,0.7610200056857293,0.14761904761904762
59,,0.85,0.0,0.15,0.0,0.5,0.5,0.0,0.0,0.0,600,160,14.26,48.95297,5.801124999999999,1.7617296793750001,0.20220442762500002,1.4625,47.694085,19.0625,0.298125,0.53825,0.41500000000000004,0.53325,0.464875,2.464,1.4474356,-0.0344455,0.7,7.2172,3.4,0.186,0.4013,0.29,0.384,0.28500000000000003,1.115856268365936,0.7619368972588446,0.14761904761904762
60,,0.9,0.05,0.05,0.0,0.4,0.4,0.0,0.1,0.1,600,160,41.95,71.47725,5.498874999999999,1.7801381931250002,0.21965163175000002,1.4875,49.852158375,19.8625,0.293715,0.52415,0.40937500000000004,0.52725,0.480125,2.5204000000000004,1.4271324,-0.015329220000000001,0.78,11.16804,4.96,0.183,0.42004,0.29400000000000004,0.39640000000000003,0.2806,1.5879472955455758,0.7613599532441141,0.14523809523809522
61,,0.9,0.05,0.05,0.0,0.4,0.4,0.0,0.1,0.1,620,160,36.97,52.25442,5.498874999999999,1.7801381931250002,0.21965163175000002,1.4875,49.852158375,19.8625,0.293715,0.52415,0.40937500000000004,0.52725,0.480125,2.5204000000000004,1.4271324,-0.015329220000000001,0.78,11.16804,4.96,0.183,0.42004,0.29400000000000004,0.39640000000000003,0.2806,1.5879472955455758,0.7613599532441141,0.14523809523809522
62,,0.9,0.05,0.05,0.0,0.4,0.4,0.0,0.1,0.1,650,160,15.39,75.18319,5.498874999999999,1.7801381931250002,0.21965163175000002,1.4875,49.852158375,19.8625,0.293715,0.52415,0.40937500000000004,0.52725,0.480125,2.5204000000000004,1.4271324,-0.015329220000000001,0.78,11.16804,4.96,0.183,0.42004,0.29400000000000004,0.39640000000000003,0.2806,1.5879472955455758,0.7613599532441141,0.14523809523809522
63,,0.9,0.05,0.05,0.0,0.4,0.4,0.1,0.0,0.1,600,160,53.82,46.49676,5.498874999999999,1.7801381931250002,0.21965163175000002,1.4875,49.852158375,19.8625,0.293715,0.52415,0.40937500000000004,0.52725,0.480125,2.387,1.4431306400000001,-0.034395,0.76,10.442320900000002,4.66,0.18519999999999998,0.40624000000000005,0.29100000000000004,0.39280000000000004,0.28500000000000003,1.5879472955455758,0.7602009497171717,0.14698412698412697
64,,0.9,0.05,0.05,0.0,0.4,0.4,0.1,0.0,0.1,620,160,46.6,40.56054,5.498874999999999,1.7801381931250002,0.21965163175000002,1.4875,49.852158375,19.8625,0.293715,0.52415,0.40937500000000004,0.52725,0.480125,2.387,1.4431306400000001,-0.034395,0.76,10.442320900000002,4.66,0.18519999999999998,0.40624000000000005,0.29100000000000004,0.39280000000000004,0.28500000000000003,1.5879472955455758,0.7602009497171717,0.14698412698412697
65,,0.9,0.05,0.05,0.0,0.4,0.4,0.1,0.0,0.1,650,160,38.0,44.01714,5.498874999999999,1.7801381931250002,0.21965163175000002,1.4875,49.852158375,19.8625,0.293715,0.52415,0.40937500000000004,0.52725,0.480125,2.387,1.4431306400000001,-0.034395,0.76,10.442320900000002,4.66,0.18519999999999998,0.40624000000000005,0.29100000000000004,0.39280000000000004,0.28500000000000003,1.5879472955455758,0.7602009497171717,0.14698412698412697
66,,0.9,0.1,0.0,0.0,0.4,0.4,0.0,0.1,0.1,600,120,33.74,52.58728,5.3545,1.7786636,0.22597013425,1.5,50.49322675,20.1,0.29118,0.5178,0.40875000000000006,0.5265,0.48200000000000004,2.5204000000000004,1.4271324,-0.015329220000000001,0.78,11.16804,4.96,0.183,0.42004,0.29400000000000004,0.39640000000000003,0.2806,1.5186325774895812,0.7601177386285162,0.14523809523809522
67,,0.9,0.1,0.0,0.0,0.4,0.4,0.0,0.1,0.1,650,120,21.92,61.24616,5.3545,1.7786636,0.22597013425,1.5,50.49322675,20.1,0.29118,0.5178,0.40875000000000006,0.5265,0.48200000000000004,2.5204000000000004,1.4271324,-0.015329220000000001,0.78,11.16804,4.96,0.183,0.42004,0.29400000000000004,0.39640000000000003,0.2806,1.5186325774895812,0.7601177386285162,0.14523809523809522
68,,0.9,0.1,0.0,0.0,0.4,0.4,0.0,0.1,0.1,700,120,10.21,51.2293,5.3545,1.7786636,0.22597013425,1.5,50.49322675,20.1,0.29118,0.5178,0.40875000000000006,0.5265,0.48200000000000004,2.5204000000000004,1.4271324,-0.015329220000000001,0.78,11.16804,4.96,0.183,0.42004,0.29400000000000004,0.39640000000000003,0.2806,1.5186325774895812,0.7601177386285162,0.14523809523809522
69,,0.9,0.1,0.0,0.0,0.7,0.1,0.0,0.1,0.1,600,120,32.65,75.02298,5.3545,1.7786636,0.22597013425,1.5,50.49322675,20.1,0.29118,0.5178,0.40875000000000006,0.5265,0.48200000000000004,2.3188,1.37804544,0.01440348,0.8399999999999999,12.58176,5.56,0.19139999999999996,0.4576599999999999,0.288,0.4192,0.2944,1.2655309620467745,0.7557185454326503,0.15190476190476188
70,,0.9,0.1,0.0,0.0,0.7,0.1,0.0,0.1,0.1,650,120,23.97,44.29047,5.3545,1.7786636,0.22597013425,1.5,50.49322675,20.1,0.29118,0.5178,0.40875000000000006,0.5265,0.48200000000000004,2.3188,1.37804544,0.01440348,0.8399999999999999,12.58176,5.56,0.19139999999999996,0.4576599999999999,0.288,0.4192,0.2944,1.2655309620467745,0.7557185454326503,0.15190476190476188
71,,0.9,0.1,0.0,0.0,0.7,0.1,0.0,0.1,0.1,700,120,23.52,66.85617,5.3545,1.7786636,0.22597013425,1.5,50.49322675,20.1,0.29118,0.5178,0.40875000000000006,0.5265,0.48200000000000004,2.3188,1.37804544,0.01440348,0.8399999999999999,12.58176,5.56,0.19139999999999996,0.4576599999999999,0.288,0.4192,0.2944,1.2655309620467745,0.7557185454326503,0.15190476190476188
72,,0.9,0.1,0.0,0.0,0.61,0.13,0.0,0.13,0.13,600,120,13.51,74.43526,5.3545,1.7786636,0.22597013425,1.5,50.49322675,20.1,0.29118,0.5178,0.40875000000000006,0.5265,0.48200000000000004,2.3760399999999997,1.3817718719999998,0.014191824,0.852,13.484268,5.9079999999999995,0.18882000000000002,0.455758,0.2904,0.41836,0.29032,1.4222898528238204,0.7570642984228191,0.14985714285714286
73,,0.9,0.1,0.0,0.0,0.61,0.13,0.0,0.13,0.13,650,120,15.68,80.7415,5.3545,1.7786636,0.22597013425,1.5,50.49322675,20.1,0.29118,0.5178,0.40875000000000006,0.5265,0.48200000000000004,2.3760399999999997,1.3817718719999998,0.014191824,0.852,13.484268,5.9079999999999995,0.18882000000000002,0.455758,0.2904,0.41836,0.29032,1.4222898528238204,0.7570642984228191,0.14985714285714286
74,,0.9,0.1,0.0,0.0,0.61,0.13,0.0,0.13,0.13,700,120,26.25,67.84699,5.3545,1.7786636,0.22597013425,1.5,50.49322675,20.1,0.29118,0.5178,0.40875000000000006,0.5265,0.48200000000000004,2.3760399999999997,1.3817718719999998,0.014191824,0.852,13.484268,5.9079999999999995,0.18882000000000002,0.455758,0.2904,0.41836,0.29032,1.4222898528238204,0.7570642984228191,0.14985714285714286
75,,0.9,0.05,0.0,0.05,0.4,0.4,0.1,0.1,0.0,600,120,23.58,53.73747,5.402124999999999,1.7853667933750001,0.21930769425000002,1.475,49.257883375,19.6375,0.291465,0.5152375,0.40687500000000004,0.525,0.48075,2.3986000000000005,1.4393117600000003,-0.02929062,0.74,8.6970009,4.0200000000000005,0.18539999999999998,0.40644,0.29100000000000004,0.39280000000000004,0.2856,1.5879472955455758,0.7589950340899314,0.14714285714285713
76,,0.9,0.05,0.0,0.05,0.4,0.4,0.1,0.1,0.0,650,120,36.45,34.29297,5.402124999999999,1.7853667933750001,0.21930769425000002,1.475,49.257883375,19.6375,0.291465,0.5152375,0.40687500000000004,0.525,0.48075,2.3986000000000005,1.4393117600000003,-0.02929062,0.74,8.6970009,4.0200000000000005,0.18539999999999998,0.40644,0.29100000000000004,0.39280000000000004,0.2856,1.5879472955455758,0.7589950340899314,0.14714285714285713
